balPayments,expDlr,expWgt,hsCd,impDlr,impWgt,statCd,statCdCntnKor1,statKor,year
7180,7180,1920,1902301010,0,0,TT,트리니다드 토바고,라면,2019.03
1787039,1790220,517496,1902301010,3181,162,TW,대만,라면,2019.03
4341592,4345117,1228701,1902301010,3525,465,US,미국,라면,2019.03
8,8,85,1902301010,0,0,UZ,우즈베키스탄,라면,2019.03
1380977,1388626,374353,1902301010,7649,3979,VN,베트남,라면,2019.03
31218,31218,7492,1902301010,0,0,WS,사모아,라면,2019.03
21389,21389,6474,1902301010,0,0,ZA,남아프리카공화국,라면,2019.03
368684,368684,87508,1902301010,0,0,AE,아랍에미리트 연합,라면,2019.04
34448,34448,8403,1902301010,0,0,AR,아르헨티나,라면,2019.04
63980,63980,12931,1902301010,0,0,AS,아메리칸 사모아,라면,2019.04
21862,21862,6520,1902301010,0,0,AT,오스트리아,라면,2019.04
1920032,1920099,690499,1902301010,67,5,AU,호주,라면,2019.04
748,748,692,1902301010,0,0,BD,방글라데시,라면,2019.04
86188,86188,14928,1902301010,0,0,BE,벨기에,라면,2019.04
37100,37100,6876,1902301010,0,0,BH,바레인,라면,2019.04
43502,43502,8448,1902301010,0,0,BN,브루나이,라면,2019.04
20463,20463,6142,1902301010,0,0,BO,볼리비아,라면,2019.04
20790,20790,4910,1902301010,0,0,BR,브라질,라면,2019.04
19205,19205,4534,1902301010,0,0,BT,부탄,라면,2019.04
746897,746955,212716,1902301010,58,10,CA,캐나다,라면,2019.04
65996,65996,17269,1902301010,0,0,CH,스위스,라면,2019.04
41809,41809,12259,1902301010,0,0,CL,칠레,라면,2019.04
10593778,10643423,3488493,1902301010,49645,19202,CN,중국,라면,2019.04
2290,2290,476,1902301010,0,0,CO,콜롬비아,라면,2019.04
136967,136967,31927,1902301010,0,0,CZ,체코공화국,라면,2019.04
471344,471354,137726,1902301010,10,4,DE,독일,라면,2019.04
17649,17649,4802,1902301010,0,0,DK,덴마크,라면,2019.04
48398,48398,13179,1902301010,0,0,DO,도미니카 공화국,라면,2019.04
36836,36836,8404,1902301010,0,0,ES,스페인,라면,2019.04
15428,15428,3827,1902301010,0,0,FI,핀란드,라면,2019.04
68370,68370,13968,1902301010,0,0,FM,마이크로네시아,라면,2019.04
61508,61508,18582,1902301010,0,0,FR,프랑스,라면,2019.04
1200479,1200479,283332,1902301010,0,0,GB,영국,라면,2019.04
16043,16043,4692,1902301010,0,0,GH,가나,라면,2019.04
33224,33224,11178,1902301010,0,0,GR,그리스,라면,2019.04
22899,22899,4515,1902301010,0,0,GT,과테말라,라면,2019.04
127462,127462,23334,1902301010,0,0,GU,괌,라면,2019.04
1219108,1219108,338929,1902301010,0,0,HK,홍콩,라면,2019.04
3145782,3226654,856209,1902301010,80872,50703,ID,인도네시아,라면,2019.04
13063,13063,2744,1902301010,0,0,IL,이스라엘,라면,2019.04
281376,281376,81654,1902301010,0,0,IN,인도,라면,2019.04
58611,58611,15135,1902301010,0,0,IT,이탈리아,라면,2019.04
35357,35357,8100,1902301010,0,0,JO,요르단,라면,2019.04
2646410,2853597,811649,1902301010,207187,18918,JP,일본,라면,2019.04
274093,274093,97278,1902301010,0,0,KH,캄보디아,라면,2019.04
23400,23400,8640,1902301010,0,0,KI,키리바티,라면,2019.04
66595,66595,14261,1902301010,0,0,KW,쿠웨이트,라면,2019.04
158980,158980,47559,1902301010,0,0,KZ,카자흐스탄,라면,2019.04
71414,71414,18363,1902301010,0,0,LA,라오스,라면,2019.04
245,245,2,1902301010,0,0,LK,스리랑카,라면,2019.04
4851,4851,1177,1902301010,0,0,LV,라트비아,라면,2019.04
26958,26958,4376,1902301010,0,0,MH,마샬군도,라면,2019.04
229445,229445,68286,1902301010,0,0,MM,미얀마,라면,2019.04
265580,265580,71115,1902301010,0,0,MN,몽골,라면,2019.04
5765,5765,715,1902301010,0,0,MO,마카오,라면,2019.04
85772,85772,15148,1902301010,0,0,MP,북마리아나 군도,라면,2019.04
6330,6330,1698,1902301010,0,0,MT,몰타,라면,2019.04
33333,33333,10895,1902301010,0,0,MU,모리셔스,라면,2019.04
120275,120275,48421,1902301010,0,0,MX,멕시코,라면,2019.04
1626185,1626205,421867,1902301010,20,3,MY,말레이시아,라면,2019.04
816303,816303,198205,1902301010,0,0,NL,네덜란드,라면,2019.04
60146,60146,14820,1902301010,0,0,NO,노르웨이,라면,2019.04
37819,37819,12412,1902301010,0,0,NP,네팔,라면,2019.04
391530,391541,120977,1902301010,11,1,NZ,뉴질랜드,라면,2019.04
18302,18302,3898,1902301010,0,0,PE,페루,라면,2019.04
20,20,1,1902301010,0,0,PF,불령 폴리네시아,라면,2019.04
10532,10532,2518,1902301010,0,0,PG,파푸아 뉴기니,라면,2019.04
925880,930476,280482,1902301010,4596,735,PH,필리핀,라면,2019.04
45849,45849,8163,1902301010,0,0,PL,폴란드,라면,2019.04
5183,5183,1218,1902301010,0,0,PT,포루투갈,라면,2019.04
21923,21923,5094,1902301010,0,0,PW,팔라우,라면,2019.04
8127,8127,1790,1902301010,0,0,PY,파라과이,라면,2019.04
104693,104693,23291,1902301010,0,0,QA,카타르,라면,2019.04
736212,736212,166364,1902301010,0,0,RU,러시아 연방,라면,2019.04
204608,204608,45769,1902301010,0,0,SA,사우디아라비아,라면,2019.04
73740,73740,16963,1902301010,0,0,SD,수단,라면,2019.04
578390,578390,299999,1902301010,0,0,SE,스웨덴,라면,2019.04
431256,431290,117270,1902301010,34,4,SG,싱가포르,라면,2019.04
40702,40702,8685,1902301010,0,0,SK,슬로바키아,라면,2019.04
129,129,96,1902301010,0,0,SN,세네갈,라면,2019.04
15966,15966,4000,1902301010,0,0,SR,수리남,라면,2019.04
1401490,1517649,452084,1902301010,116159,33182,TH,태국,라면,2019.04
155,155,32,1902301010,0,0,TN,튀니지,라면,2019.04
1311111,1422209,427990,1902301010,111098,17085,TW,대만,라면,2019.04
4451130,4453236,1297954,1902301010,2106,151,US,미국,라면,2019.04
61648,61648,16650,1902301010,0,0,UZ,우즈베키스탄,라면,2019.04
1455639,1457858,402205,1902301010,2219,1102,VN,베트남,라면,2019.04
141786,141786,31803,1902301010,0,0,WS,사모아,라면,2019.04
11784,11784,3591,1902301010,0,0,ZA,남아프리카공화국,라면,2019.04
1794,1794,412,1902301010,0,0,ZM,잠비아,라면,2019.04
323543,323543,69336,1902301010,0,0,AE,아랍에미리트 연합,라면,2019.05
43522,43522,11782,1902301010,0,0,AR,아르헨티나,라면,2019.05
83947,83947,17173,1902301010,0,0,AS,아메리칸 사모아,라면,2019.05
9090,9090,3240,1902301010,0,0,AT,오스트리아,라면,2019.05
1714701,1714835,580010,1902301010,134,9,AU,호주,라면,2019.05
38230,38230,7048,1902301010,0,0,BD,방글라데시,라면,2019.05
233504,233504,43016,1902301010,0,0,BE,벨기에,라면,2019.05
5453,5453,2082,1902301010,0,0,BN,브루나이,라면,2019.05
69105,69105,18520,1902301010,0,0,BR,브라질,라면,2019.05
728707,728735,197954,1902301010,28,7,CA,캐나다,라면,2019.05
77605,77605,18608,1902301010,0,0,CH,스위스,라면,2019.05
85121,85121,26392,1902301010,0,0,CL,칠레,라면,2019.05
85,85,32,1902301010,0,0,CM,카메룬,라면,2019.05
10361765,10444906,3371519,1902301010,83141,19483,CN,중국,라면,2019.05
15795,15795,4480,1902301010,0,0,CO,콜롬비아,라면,2019.05
119973,119973,30054,1902301010,0,0,CZ,체코공화국,라면,2019.05
565622,565622,153044,1902301010,0,0,DE,독일,라면,2019.05
28344,28344,7300,1902301010,0,0,DO,도미니카 공화국,라면,2019.05
6877,6877,2239,1902301010,0,0,ES,스페인,라면,2019.05
10537,10537,2092,1902301010,0,0,FJ,피지,라면,2019.05
49477,49477,9454,1902301010,0,0,FM,마이크로네시아,라면,2019.05
79880,79880,25721,1902301010,0,0,FR,프랑스,라면,2019.05
1229632,1229632,273031,1902301010,0,0,GB,영국,라면,2019.05
5831,5831,665,1902301010,0,0,GN,기니,라면,2019.05
33642,33642,11055,1902301010,0,0,GR,그리스,라면,2019.05
36927,36927,7810,1902301010,0,0,GT,과테말라,라면,2019.05
139337,139337,24264,1902301010,0,0,GU,괌,라면,2019.05
1231939,1231939,350343,1902301010,0,0,HK,홍콩,라면,2019.05
24,24,1,1902301010,0,0,HU,헝가리,라면,2019.05
1976130,2018654,589349,1902301010,42524,37215,ID,인도네시아,라면,2019.05
14877,14877,4218,1902301010,0,0,IE,아일랜드,라면,2019.05
3758,3758,2000,1902301010,0,0,IL,이스라엘,라면,2019.05
182928,182928,48810,1902301010,0,0,IN,인도,라면,2019.05
37476,37476,6298,1902301010,0,0,IQ,이라크,라면,2019.05
44636,44636,10243,1902301010,0,0,IT,이탈리아,라면,2019.05
3969938,4144225,1081391,1902301010,174287,14019,JP,일본,라면,2019.05
4675,4675,1400,1902301010,0,0,KE,케냐,라면,2019.05
45066,45066,10567,1902301010,0,0,KG,키르기스스탄,라면,2019.05
300263,300263,118663,1902301010,0,0,KH,캄보디아,라면,2019.05
23400,23400,8640,1902301010,0,0,KI,키리바티,라면,2019.05
157579,157579,32406,1902301010,0,0,KW,쿠웨이트,라면,2019.05
90877,90877,16290,1902301010,0,0,KZ,카자흐스탄,라면,2019.05
14154,14154,3292,1902301010,0,0,LA,라오스,라면,2019.05
1584,1584,295,1902301010,0,0,LK,스리랑카,라면,2019.05
1323,1323,316,1902301010,0,0,LV,라트비아,라면,2019.05
36981,36981,6306,1902301010,0,0,MH,마샬군도,라면,2019.05
182742,182742,58686,1902301010,0,0,MM,미얀마,라면,2019.05
613793,613793,183500,1902301010,0,0,MN,몽골,라면,2019.05
15396,15396,1975,1902301010,0,0,MO,마카오,라면,2019.05
35313,35313,6993,1902301010,0,0,MP,북마리아나 군도,라면,2019.05
16749,16749,4518,1902301010,0,0,MT,몰타,라면,2019.05
4686,4686,1182,1902301010,0,0,MU,모리셔스,라면,2019.05
39072,39072,6681,1902301010,0,0,MX,멕시코,라면,2019.05
1385569,1385591,342829,1902301010,22,1,MY,말레이시아,라면,2019.05
437082,437082,117876,1902301010,0,0,NL,네덜란드,라면,2019.05
87422,87422,29462,1902301010,0,0,NP,네팔,라면,2019.05
570941,570962,205391,1902301010,21,2,NZ,뉴질랜드,라면,2019.05
22532,22532,3573,1902301010,0,0,OM,오만,라면,2019.05
21394,21394,4490,1902301010,0,0,PE,페루,라면,2019.05
19,19,1,1902301010,0,0,PF,불령 폴리네시아,라면,2019.05
524198,526663,157842,1902301010,2465,194,PH,필리핀,라면,2019.05
13400,13400,4380,1902301010,0,0,PK,파키스탄,라면,2019.05
46034,46034,8257,1902301010,0,0,PL,폴란드,라면,2019.05
3960,3960,691,1902301010,0,0,PW,팔라우,라면,2019.05
977,977,250,1902301010,0,0,PY,파라과이,라면,2019.05
675100,675100,143953,1902301010,0,0,RU,러시아 연방,라면,2019.05
292607,292607,66517,1902301010,0,0,SA,사우디아라비아,라면,2019.05
265104,265104,133004,1902301010,0,0,SE,스웨덴,라면,2019.05
627744,630958,176774,1902301010,3214,446,SG,싱가포르,라면,2019.05
12840,12840,2940,1902301010,0,0,SR,수리남,라면,2019.05
1633416,1683198,503833,1902301010,49782,9682,TH,태국,라면,2019.05
13035,13035,6070,1902301010,0,0,TL,티모르,라면,2019.05
10250,10250,2877,1902301010,0,0,TT,트리니다드 토바고,라면,2019.05
1206531,1343445,391607,1902301010,136914,20611,TW,대만,라면,2019.05
4666623,4687841,1326222,1902301010,21218,3997,US,미국,라면,2019.05
34803,34803,8649,1902301010,0,0,UZ,우즈베키스탄,라면,2019.05
1233681,1255605,372361,1902301010,21924,17304,VN,베트남,라면,2019.05
90953,90953,20206,1902301010,0,0,WS,사모아,라면,2019.05
26085,26085,6759,1902301010,0,0,ZA,남아프리카공화국,라면,2019.05
208758,208758,56684,1902301010,0,0,AE,아랍에미리트 연합,라면,2019.06
30555,30555,5448,1902301010,0,0,AR,아르헨티나,라면,2019.06
108124,108124,21682,1902301010,0,0,AS,아메리칸 사모아,라면,2019.06
35285,35285,10774,1902301010,0,0,AT,오스트리아,라면,2019.06
1876112,1876122,614941,1902301010,10,1,AU,호주,라면,2019.06
15,15,25,1902301010,0,0,BD,방글라데시,라면,2019.06
215482,215482,41015,1902301010,0,0,BE,벨기에,라면,2019.06
36170,36170,6376,1902301010,0,0,BH,바레인,라면,2019.06
48513,48513,8944,1902301010,0,0,BN,브루나이,라면,2019.06
34224,34224,12388,1902301010,0,0,BO,볼리비아,라면,2019.06
47650,47650,11540,1902301010,0,0,BR,브라질,라면,2019.06
596975,596975,165952,1902301010,0,0,CA,캐나다,라면,2019.06
130527,130527,33350,1902301010,0,0,CH,스위스,라면,2019.06
6264,6264,1507,1902301010,0,0,CL,칠레,라면,2019.06
8997780,9136946,2993181,1902301010,139166,25866,CN,중국,라면,2019.06
92048,92048,21582,1902301010,0,0,CZ,체코공화국,라면,2019.06
234293,234293,62084,1902301010,0,0,DE,독일,라면,2019.06
15984,15984,4370,1902301010,0,0,DK,덴마크,라면,2019.06
28025,28025,7578,1902301010,0,0,DO,도미니카 공화국,라면,2019.06
8839,8839,1746,1902301010,0,0,EC,에쿠아도르,라면,2019.06
25588,25588,5415,1902301010,0,0,ES,스페인,라면,2019.06
10615,10615,2366,1902301010,0,0,FJ,피지,라면,2019.06
69506,69506,12685,1902301010,0,0,FM,마이크로네시아,라면,2019.06
122587,122587,32858,1902301010,0,0,FR,프랑스,라면,2019.06
707515,707515,162783,1902301010,0,0,GB,영국,라면,2019.06
3567,3567,993,1902301010,0,0,GH,가나,라면,2019.06
33188,33188,11301,1902301010,0,0,GR,그리스,라면,2019.06
7058,7058,1112,1902301010,0,0,GT,과테말라,라면,2019.06
201584,201584,37088,1902301010,0,0,GU,괌,라면,2019.06
1014661,1014928,292884,1902301010,267,36,HK,홍콩,라면,2019.06
13391,13391,3346,1902301010,0,0,HU,헝가리,라면,2019.06
2861964,2882952,816039,1902301010,20988,12893,ID,인도네시아,라면,2019.06
36828,36828,8654,1902301010,0,0,IE,아일랜드,라면,2019.06
542,542,137,1902301010,0,0,IL,이스라엘,라면,2019.06
300269,300269,92392,1902301010,0,0,IN,인도,라면,2019.06
435,435,30,1902301010,0,0,IQ,이라크,라면,2019.06
14290,14290,3206,1902301010,0,0,IT,이탈리아,라면,2019.06
8684,8684,2145,1902301010,0,0,JO,요르단,라면,2019.06
1689057,1878822,520589,1902301010,189765,15438,JP,일본,라면,2019.06
23990,23990,7151,1902301010,0,0,KG,키르기스스탄,라면,2019.06
121658,121658,38520,1902301010,0,0,KH,캄보디아,라면,2019.06
23400,23400,8640,1902301010,0,0,KI,키리바티,라면,2019.06
53899,53899,10439,1902301010,0,0,KW,쿠웨이트,라면,2019.06
145575,145575,34240,1902301010,0,0,KZ,카자흐스탄,라면,2019.06
78515,78515,20257,1902301010,0,0,LA,라오스,라면,2019.06
3724,3724,902,1902301010,0,0,LV,라트비아,라면,2019.06
5,5,10,1902301010,0,0,MG,마다카스카르,라면,2019.06
2024,2024,128,1902301010,0,0,MH,마샬군도,라면,2019.06
94259,94259,29249,1902301010,0,0,MM,미얀마,라면,2019.06
358242,358256,101378,1902301010,14,1,MN,몽골,라면,2019.06
61720,61720,10983,1902301010,0,0,MP,북마리아나 군도,라면,2019.06
31581,31581,8660,1902301010,0,0,MU,모리셔스,라면,2019.06
1522555,1526947,370853,1902301010,4392,441,MY,말레이시아,라면,2019.06
20923,20923,4568,1902301010,0,0,NG,나이지리아,라면,2019.06
13285,13285,3500,1902301010,0,0,NI,니카라과,라면,2019.06
444334,444334,109259,1902301010,0,0,NL,네덜란드,라면,2019.06
94167,94167,24492,1902301010,0,0,NO,노르웨이,라면,2019.06
80278,80278,24141,1902301010,0,0,NP,네팔,라면,2019.06
211340,211340,60232,1902301010,0,0,NZ,뉴질랜드,라면,2019.06
6608,6608,657,1902301010,0,0,OM,오만,라면,2019.06
11102,11102,2489,1902301010,0,0,PA,파나마,라면,2019.06
7887,7887,3245,1902301010,0,0,PE,페루,라면,2019.06
911845,911926,289469,1902301010,81,7,PH,필리핀,라면,2019.06
12885,12885,3934,1902301010,0,0,PK,파키스탄,라면,2019.06
126083,126083,29688,1902301010,0,0,PL,폴란드,라면,2019.06
5469,5469,1000,1902301010,0,0,PW,팔라우,라면,2019.06
31638,31638,8657,1902301010,0,0,QA,카타르,라면,2019.06
545090,545090,125492,1902301010,0,0,RU,러시아 연방,라면,2019.06
319273,319273,63698,1902301010,0,0,SA,사우디아라비아,라면,2019.06
2049,2049,617,1902301010,0,0,SC,세이쉘,라면,2019.06
367040,367040,180266,1902301010,0,0,SE,스웨덴,라면,2019.06
515339,515393,139464,1902301010,54,6,SG,싱가포르,라면,2019.06
1815908,1869620,510733,1902301010,53712,14311,TH,태국,라면,2019.06
109,109,35,1902301010,0,0,TN,튀니지,라면,2019.06
2085683,2178642,683930,1902301010,92959,14846,TW,대만,라면,2019.06
1484,1484,363,1902301010,0,0,UA,우크라이나,라면,2019.06
3694537,3700122,965473,1902301010,5585,451,US,미국,라면,2019.06
8,8,120,1902301010,0,0,UZ,우즈베키스탄,라면,2019.06
1645528,1657603,509612,1902301010,12075,3105,VN,베트남,라면,2019.06
5725,5725,1457,1902301010,0,0,VU,바누아투,라면,2019.06
105425,105425,21717,1902301010,0,0,WS,사모아,라면,2019.06
27739,27739,7631,1902301010,0,0,ZA,남아프리카공화국,라면,2019.06
100,100,30,1902301010,0,0,ZZ,기타국,라면,2019.06
195096,195096,36370,1902301010,0,0,AE,아랍에미리트 연합,라면,2019.07
8735,8735,1374,1902301010,0,0,AL,알바니아,라면,2019.07
596,596,77,1902301010,0,0,AO,앙골라,라면,2019.07
9614,9614,2407,1902301010,0,0,AR,아르헨티나,라면,2019.07
78316,78316,20451,1902301010,0,0,AS,아메리칸 사모아,라면,2019.07
25813,25813,8739,1902301010,0,0,AT,오스트리아,라면,2019.07
1761734,1761881,557309,1902301010,147,11,AU,호주,라면,2019.07
3312,3312,1112,1902301010,0,0,BD,방글라데시,라면,2019.07
48185,48185,8602,1902301010,0,0,BH,바레인,라면,2019.07
8929,8929,2551,1902301010,0,0,BN,브루나이,라면,2019.07
24499,24499,6247,1902301010,0,0,BO,볼리비아,라면,2019.07
20796,20796,3856,1902301010,0,0,BR,브라질,라면,2019.07
4463,4463,810,1902301010,0,0,BT,부탄,라면,2019.07
689781,689781,178524,1902301010,0,0,CA,캐나다,라면,2019.07
124596,124596,29115,1902301010,0,0,CH,스위스,라면,2019.07
30600,30600,8668,1902301010,0,0,CL,칠레,라면,2019.07
9280476,9408148,3085881,1902301010,127672,24994,CN,중국,라면,2019.07
564,564,138,1902301010,0,0,CO,콜롬비아,라면,2019.07
95801,95801,21188,1902301010,0,0,CZ,체코공화국,라면,2019.07
361566,361574,92360,1902301010,8,0,DE,독일,라면,2019.07
40221,40221,9757,1902301010,0,0,DO,도미니카 공화국,라면,2019.07
776,776,801,1902301010,0,0,DZ,알제리,라면,2019.07
104234,104234,26928,1902301010,0,0,ES,스페인,라면,2019.07
10344,10344,2088,1902301010,0,0,FJ,피지,라면,2019.07
61518,61518,11974,1902301010,0,0,FM,마이크로네시아,라면,2019.07
110262,110262,31494,1902301010,0,0,FR,프랑스,라면,2019.07
865169,865169,204091,1902301010,0,0,GB,영국,라면,2019.07
3166,3166,794,1902301010,0,0,GH,가나,라면,2019.07
67659,67659,21572,1902301010,0,0,GR,그리스,라면,2019.07
100534,100534,26919,1902301010,0,0,GT,과테말라,라면,2019.07
116189,116189,20238,1902301010,0,0,GU,괌,라면,2019.07
660395,660423,173265,1902301010,28,1,HK,홍콩,라면,2019.07
1748079,1748152,478493,1902301010,73,5,ID,인도네시아,라면,2019.07
3758,3758,2000,1902301010,0,0,IL,이스라엘,라면,2019.07
528548,528548,145501,1902301010,0,0,IN,인도,라면,2019.07
1477,1477,312,1902301010,0,0,IQ,이라크,라면,2019.07
69610,69610,18003,1902301010,0,0,IT,이탈리아,라면,2019.07
2632197,2760881,778730,1902301010,128684,13294,JP,일본,라면,2019.07
33206,33206,12164,1902301010,0,0,KE,케냐,라면,2019.07
598,598,52,1902301010,0,0,KG,키르기스스탄,라면,2019.07
253515,253515,61345,1902301010,0,0,KH,캄보디아,라면,2019.07
28244,28244,10507,1902301010,0,0,KI,키리바티,라면,2019.07
106970,106970,22878,1902301010,0,0,KW,쿠웨이트,라면,2019.07
112409,112409,31552,1902301010,0,0,KZ,카자흐스탄,라면,2019.07
32918,32918,8148,1902301010,0,0,LA,라오스,라면,2019.07
975,975,281,1902301010,0,0,LK,스리랑카,라면,2019.07
1223,1223,262,1902301010,0,0,MA,모로코,라면,2019.07
415,415,145,1902301010,0,0,MG,마다카스카르,라면,2019.07
24106,24106,4311,1902301010,0,0,MH,마샬군도,라면,2019.07
323636,323636,103375,1902301010,0,0,MM,미얀마,라면,2019.07
479433,479441,123289,1902301010,8,0,MN,몽골,라면,2019.07
2999,2999,795,1902301010,0,0,MO,마카오,라면,2019.07
30453,30453,5637,1902301010,0,0,MP,북마리아나 군도,라면,2019.07
358,358,101,1902301010,0,0,MU,모리셔스,라면,2019.07
84084,84084,20915,1902301010,0,0,MX,멕시코,라면,2019.07
1773469,1773487,427340,1902301010,18,2,MY,말레이시아,라면,2019.07
5,5,4,1902301010,0,0,NG,나이지리아,라면,2019.07
472004,472004,123571,1902301010,0,0,NL,네덜란드,라면,2019.07
9548,9548,2262,1902301010,0,0,NO,노르웨이,라면,2019.07
22743,22743,6138,1902301010,0,0,NP,네팔,라면,2019.07
292198,292198,75361,1902301010,0,0,NZ,뉴질랜드,라면,2019.07
30401,30401,7676,1902301010,0,0,PE,페루,라면,2019.07
1226316,1226316,369007,1902301010,0,0,PH,필리핀,라면,2019.07
68904,68904,12210,1902301010,0,0,PL,폴란드,라면,2019.07
17877,17877,2752,1902301010,0,0,PW,팔라우,라면,2019.07
2722,2722,1032,1902301010,0,0,PY,파라과이,라면,2019.07
26782,26782,4485,1902301010,0,0,QA,카타르,라면,2019.07
604478,604478,136501,1902301010,0,0,RU,러시아 연방,라면,2019.07
140039,140039,28784,1902301010,0,0,SA,사우디아라비아,라면,2019.07
15035,15035,2001,1902301010,0,0,SD,수단,라면,2019.07
307069,307069,143591,1902301010,0,0,SE,스웨덴,라면,2019.07
668852,668852,173872,1902301010,0,0,SG,싱가포르,라면,2019.07
3120,3120,697,1902301010,0,0,SN,세네갈,라면,2019.07
16623,16623,4330,1902301010,0,0,SR,수리남,라면,2019.07
1003328,1077667,316702,1902301010,74339,19763,TH,태국,라면,2019.07
7586,7586,3449,1902301010,0,0,TL,티모르,라면,2019.07
2193058,2237152,695951,1902301010,44094,5811,TW,대만,라면,2019.07
5124,5124,1232,1902301010,0,0,UA,우크라이나,라면,2019.07
4681041,4765672,1341971,1902301010,84631,16973,US,미국,라면,2019.07
20505,20505,5140,1902301010,0,0,UZ,우즈베키스탄,라면,2019.07
2144945,2160853,650591,1902301010,15908,11904,VN,베트남,라면,2019.07
102812,102812,21568,1902301010,0,0,WS,사모아,라면,2019.07
14179,14179,3210,1902301010,0,0,ZA,남아프리카공화국,라면,2019.07
200059,200059,53940,1902301010,0,0,AE,아랍에미리트 연합,라면,2019.08
141977,141977,36535,1902301010,0,0,AR,아르헨티나,라면,2019.08
82090,82090,16492,1902301010,0,0,AS,아메리칸 사모아,라면,2019.08
26675,26675,7934,1902301010,0,0,AT,오스트리아,라면,2019.08
1274148,1274204,390426,1902301010,56,8,AU,호주,라면,2019.08
11277,11277,1023,1902301010,0,0,BD,방글라데시,라면,2019.08
111840,111840,21120,1902301010,0,0,BE,벨기에,라면,2019.08
71542,71542,14387,1902301010,0,0,BN,브루나이,라면,2019.08
49965,49965,12124,1902301010,0,0,BR,브라질,라면,2019.08
679224,679236,183791,1902301010,12,0,CA,캐나다,라면,2019.08
52544,52544,13017,1902301010,0,0,CH,스위스,라면,2019.08
35926,35926,11352,1902301010,0,0,CL,칠레,라면,2019.08
10021194,10215823,3396589,1902301010,194629,36774,CN,중국,라면,2019.08
61435,61435,13393,1902301010,0,0,CZ,체코공화국,라면,2019.08
181780,181780,55049,1902301010,0,0,DE,독일,라면,2019.08
26931,26931,7690,1902301010,0,0,DJ,지부티,라면,2019.08
45,45,1,1902301010,0,0,DK,덴마크,라면,2019.08
104385,104385,31678,1902301010,0,0,DO,도미니카 공화국,라면,2019.08
25785,25785,6762,1902301010,0,0,ES,스페인,라면,2019.08
25543,25543,5907,1902301010,0,0,FJ,피지,라면,2019.08
33694,33694,6901,1902301010,0,0,FM,마이크로네시아,라면,2019.08
47438,47438,12211,1902301010,0,0,FR,프랑스,라면,2019.08
1201674,1201731,261380,1902301010,57,3,GB,영국,라면,2019.08
5636,5636,1711,1902301010,0,0,GH,가나,라면,2019.08
15238,15238,3513,1902301010,0,0,GT,과테말라,라면,2019.08
168656,168656,29236,1902301010,0,0,GU,괌,라면,2019.08
1075812,1075897,297190,1902301010,85,11,HK,홍콩,라면,2019.08
1072,1072,192,1902301010,0,0,HR,크로아티아,라면,2019.08
2676706,2713329,737583,1902301010,36623,25764,ID,인도네시아,라면,2019.08
19585,19585,5962,1902301010,0,0,IL,이스라엘,라면,2019.08
337277,337277,97558,1902301010,0,0,IN,인도,라면,2019.08
34351,34351,5784,1902301010,0,0,IQ,이라크,라면,2019.08
33985,33985,7482,1902301010,0,0,IT,이탈리아,라면,2019.08
40490,40490,8715,1902301010,0,0,JO,요르단,라면,2019.08
2332878,2456614,714993,1902301010,123736,12441,JP,일본,라면,2019.08
2831,2831,660,1902301010,0,0,KE,케냐,라면,2019.08
33460,33460,8345,1902301010,0,0,KG,키르기스스탄,라면,2019.08
114941,114941,30122,1902301010,0,0,KH,캄보디아,라면,2019.08
48500,48500,16131,1902301010,0,0,KI,키리바티,라면,2019.08
107731,107731,21179,1902301010,0,0,KW,쿠웨이트,라면,2019.08
361345,361345,104070,1902301010,0,0,KZ,카자흐스탄,라면,2019.08
42616,42616,12158,1902301010,0,0,LA,라오스,라면,2019.08
113530,113530,38255,1902301010,0,0,LB,레바논,라면,2019.08
8330,8330,2012,1902301010,0,0,LV,라트비아,라면,2019.08
4777,4777,2800,1902301010,0,0,MA,모로코,라면,2019.08
19858,19858,4066,1902301010,0,0,MH,마샬군도,라면,2019.08
301287,301287,98075,1902301010,0,0,MM,미얀마,라면,2019.08
401097,401247,114922,1902301010,150,17,MN,몽골,라면,2019.08
761,761,144,1902301010,0,0,MO,마카오,라면,2019.08
77492,77492,13693,1902301010,0,0,MP,북마리아나 군도,라면,2019.08
32554,32554,10648,1902301010,0,0,MU,모리셔스,라면,2019.08
147440,147440,64393,1902301010,0,0,MX,멕시코,라면,2019.08
1208298,1208298,312437,1902301010,0,0,MY,말레이시아,라면,2019.08
308,308,260,1902301010,0,0,NI,니카라과,라면,2019.08
502081,502081,121056,1902301010,0,0,NL,네덜란드,라면,2019.08
54822,54822,13550,1902301010,0,0,NO,노르웨이,라면,2019.08
116233,116233,38044,1902301010,0,0,NP,네팔,라면,2019.08
341629,341629,98408,1902301010,0,0,NZ,뉴질랜드,라면,2019.08
38354,38354,10491,1902301010,0,0,OM,오만,라면,2019.08
53237,53237,14862,1902301010,0,0,PE,페루,라면,2019.08
1226657,1226659,353757,1902301010,2,0,PH,필리핀,라면,2019.08
68828,68904,12240,1902301010,76,4,PL,폴란드,라면,2019.08
58,58,25,1902301010,0,0,PR,푸에르토리코,라면,2019.08
25664,25664,5362,1902301010,0,0,PY,파라과이,라면,2019.08
13914,13914,4309,1902301010,0,0,RO,루마니아,라면,2019.08
512116,512116,110254,1902301010,0,0,RU,러시아 연방,라면,2019.08
1326,1326,1008,1902301010,0,0,RW,르완다,라면,2019.08
