balPayments,expDlr,expWgt,hsCd,impDlr,impWgt,statCd,statCdCntnKor1,statKor,year
217335838,218799463,55377988,-,1463625,530355,-,-,-,총계
101666,101666,18149,1902301010,0,0,AE,아랍에미리트 연합,라면,2015.01
118927,118927,30850,1902301010,0,0,AO,앙골라,라면,2015.01
137306,137306,25485,1902301010,0,0,AS,아메리칸 사모아,라면,2015.01
917813,917845,205793,1902301010,32,2,AU,호주,라면,2015.01
28059,28059,8471,1902301010,0,0,BD,방글라데시,라면,2015.01
37297,37297,9528,1902301010,0,0,BE,벨기에,라면,2015.01
2520,2520,760,1902301010,0,0,BG,불가리아,라면,2015.01
14120,14120,3020,1902301010,0,0,BN,브루나이,라면,2015.01
73597,73597,19878,1902301010,0,0,BR,브라질,라면,2015.01
482271,482271,124991,1902301010,0,0,CA,캐나다,라면,2015.01
28085,28085,7029,1902301010,0,0,CH,스위스,라면,2015.01
17276,17276,885,1902301010,0,0,CI,코트디봐르,라면,2015.01
29411,29411,6921,1902301010,0,0,CL,칠레,라면,2015.01
150,150,13,1902301010,0,0,CM,카메룬,라면,2015.01
3095571,3104106,605148,1902301010,8535,7500,CN,중국,라면,2015.01
31992,31992,7518,1902301010,0,0,CZ,체코공화국,라면,2015.01
38634,38634,11040,1902301010,0,0,DE,독일,라면,2015.01
28570,28570,7494,1902301010,0,0,DO,도미니카 공화국,라면,2015.01
67749,67749,16393,1902301010,0,0,ES,스페인,라면,2015.01
17968,17968,4167,1902301010,0,0,FJ,피지,라면,2015.01
43778,43778,8841,1902301010,0,0,FM,마이크로네시아,라면,2015.01
34970,34994,12197,1902301010,24,1,FR,프랑스,라면,2015.01
806188,806188,182591,1902301010,0,0,GB,영국,라면,2015.01
13671,13671,795,1902301010,0,0,GH,가나,라면,2015.01
61397,61397,8396,1902301010,0,0,GT,과테말라,라면,2015.01
101633,101633,19585,1902301010,0,0,GU,괌,라면,2015.01
1072460,1072460,295133,1902301010,0,0,HK,홍콩,라면,2015.01
8648,8648,130,1902301010,0,0,HT,아이티,라면,2015.01
176246,176246,47930,1902301010,0,0,ID,인도네시아,라면,2015.01
3758,3758,2000,1902301010,0,0,IL,이스라엘,라면,2015.01
67477,67477,18134,1902301010,0,0,IN,인도,라면,2015.01
21301,21301,5147,1902301010,0,0,IT,이탈리아,라면,2015.01
23459,23459,4446,1902301010,0,0,JO,요르단,라면,2015.01
1903069,1910709,447225,1902301010,7640,664,JP,일본,라면,2015.01
6750,6750,1950,1902301010,0,0,KG,키르기스스탄,라면,2015.01
117036,117036,29092,1902301010,0,0,KH,캄보디아,라면,2015.01
14614,14614,4857,1902301010,0,0,KI,키리바티,라면,2015.01
28951,28951,5065,1902301010,0,0,KW,쿠웨이트,라면,2015.01
441313,441313,63519,1902301010,0,0,KZ,카자흐스탄,라면,2015.01
68269,68269,8116,1902301010,0,0,LA,라오스,라면,2015.01
437,437,112,1902301010,0,0,LK,스리랑카,라면,2015.01
143,143,100,1902301010,0,0,MG,마다카스카르,라면,2015.01
1394,1394,155,1902301010,0,0,MH,마샬군도,라면,2015.01
81376,81376,20276,1902301010,0,0,MM,미얀마,라면,2015.01
91297,91297,25262,1902301010,0,0,MN,몽골,라면,2015.01
9601,9601,8125,1902301010,0,0,MO,마카오,라면,2015.01
59476,59476,13598,1902301010,0,0,MP,북마리아나 군도,라면,2015.01
2942,2942,793,1902301010,0,0,MX,멕시코,라면,2015.01
387785,387785,109541,1902301010,0,0,MY,말레이시아,라면,2015.01
174,174,25,1902301010,0,0,NG,나이지리아,라면,2015.01
264893,264893,65273,1902301010,0,0,NL,네덜란드,라면,2015.01
179574,179574,47738,1902301010,0,0,NO,노르웨이,라면,2015.01
102420,102426,23920,1902301010,6,0,NZ,뉴질랜드,라면,2015.01
770437,770437,126255,1902301010,0,0,PH,필리핀,라면,2015.01
923,923,181,1902301010,0,0,PK,파키스탄,라면,2015.01
20358,20358,4015,1902301010,0,0,PL,폴란드,라면,2015.01
35861,35861,6093,1902301010,0,0,QA,카타르,라면,2015.01
190434,190434,51580,1902301010,0,0,RU,러시아 연방,라면,2015.01
128245,128270,23778,1902301010,25,4,SA,사우디아라비아,라면,2015.01
3640,3640,2205,1902301010,0,0,SD,수단,라면,2015.01
286416,286416,137955,1902301010,0,0,SE,스웨덴,라면,2015.01
387116,387116,98692,1902301010,0,0,SG,싱가포르,라면,2015.01
4135,4135,1446,1902301010,0,0,SI,슬로베니아,라면,2015.01
32097,32097,7456,1902301010,0,0,SK,슬로바키아,라면,2015.01
2265,2265,35,1902301010,0,0,SN,세네갈,라면,2015.01
129510,138567,42004,1902301010,9057,2377,TH,태국,라면,2015.01
680,680,175,1902301010,0,0,TR,튀르키예,라면,2015.01
1411724,1411724,421326,1902301010,0,0,TW,대만,라면,2015.01
2170936,2192813,557682,1902301010,21877,3743,US,미국,라면,2015.01
387009,403615,93303,1902301010,16606,9965,VN,베트남,라면,2015.01
7322,7322,1875,1902301010,0,0,VU,바누아투,라면,2015.01
82266,82266,20789,1902301010,0,0,WS,사모아,라면,2015.01
10472,10472,2562,1902301010,0,0,YE,예맨,라면,2015.01
9927,9927,2113,1902301010,0,0,ZA,남아프리카공화국,라면,2015.01
186764,186764,37756,1902301010,0,0,AE,아랍에미리트 연합,라면,2015.02
21151,21151,4572,1902301010,0,0,AR,아르헨티나,라면,2015.02
117780,117780,20258,1902301010,0,0,AS,아메리칸 사모아,라면,2015.02
846955,846955,197761,1902301010,0,0,AU,호주,라면,2015.02
24868,24868,8563,1902301010,0,0,BD,방글라데시,라면,2015.02
183671,183671,37372,1902301010,0,0,BE,벨기에,라면,2015.02
1,1,1,1902301010,0,0,BF,부르키나 파소,라면,2015.02
2536,2536,486,1902301010,0,0,BH,바레인,라면,2015.02
40910,40910,7978,1902301010,0,0,BR,브라질,라면,2015.02
335363,335363,84063,1902301010,0,0,CA,캐나다,라면,2015.02
19680,19680,8286,1902301010,0,0,CL,칠레,라면,2015.02
1093081,1132336,237919,1902301010,39255,29583,CN,중국,라면,2015.02
102730,102730,28392,1902301010,0,0,DE,독일,라면,2015.02
29133,29133,9048,1902301010,0,0,DO,도미니카 공화국,라면,2015.02
27773,27773,4954,1902301010,0,0,ES,스페인,라면,2015.02
18404,18404,3777,1902301010,0,0,FM,마이크로네시아,라면,2015.02
21057,21057,7374,1902301010,0,0,FR,프랑스,라면,2015.02
685168,685168,150428,1902301010,0,0,GB,영국,라면,2015.02
132570,132570,28767,1902301010,0,0,GT,과테말라,라면,2015.02
104807,104807,20509,1902301010,0,0,GU,괌,라면,2015.02
1098457,1112456,287464,1902301010,13999,1710,HK,홍콩,라면,2015.02
-9,0,0,1902301010,9,9,HU,헝가리,라면,2015.02
240516,267330,70531,1902301010,26814,12597,ID,인도네시아,라면,2015.02
37977,37977,8861,1902301010,0,0,IE,아일랜드,라면,2015.02
2123,2123,1130,1902301010,0,0,IL,이스라엘,라면,2015.02
34260,34260,9459,1902301010,0,0,IN,인도,라면,2015.02
4418,4418,2000,1902301010,0,0,IT,이탈리아,라면,2015.02
1990207,2005838,471484,1902301010,15631,3274,JP,일본,라면,2015.02
3667,3667,7800,1902301010,0,0,KE,케냐,라면,2015.02
100178,100178,13478,1902301010,0,0,KG,키르기스스탄,라면,2015.02
117598,117598,30836,1902301010,0,0,KH,캄보디아,라면,2015.02
12406,12406,4457,1902301010,0,0,KI,키리바티,라면,2015.02
23761,23761,7238,1902301010,0,0,KZ,카자흐스탄,라면,2015.02
52753,52753,1923,1902301010,0,0,LA,라오스,라면,2015.02
680,680,175,1902301010,0,0,LK,스리랑카,라면,2015.02
1700,1700,660,1902301010,0,0,LR,라이베리아,라면,2015.02
21553,21553,4344,1902301010,0,0,MH,마샬군도,라면,2015.02
86772,86772,21724,1902301010,0,0,MM,미얀마,라면,2015.02
250915,250915,63602,1902301010,0,0,MN,몽골,라면,2015.02
599,599,122,1902301010,0,0,MO,마카오,라면,2015.02
21498,21498,4675,1902301010,0,0,MP,북마리아나 군도,라면,2015.02
71920,71920,29098,1902301010,0,0,MX,멕시코,라면,2015.02
203953,203953,63371,1902301010,0,0,MY,말레이시아,라면,2015.02
1318,1318,11809,1902301010,0,0,NG,나이지리아,라면,2015.02
0,0,4,1902301010,0,0,NI,니카라과,라면,2015.02
456483,456483,110816,1902301010,0,0,NL,네덜란드,라면,2015.02
352778,352778,92444,1902301010,0,0,NO,노르웨이,라면,2015.02
20204,20204,4884,1902301010,0,0,NP,네팔,라면,2015.02
259306,259306,59751,1902301010,0,0,NZ,뉴질랜드,라면,2015.02
33740,33740,7377,1902301010,0,0,PE,페루,라면,2015.02
6123,6123,1423,1902301010,0,0,PG,파푸아 뉴기니,라면,2015.02
965690,966860,226543,1902301010,1170,389,PH,필리핀,라면,2015.02
35201,35201,7285,1902301010,0,0,PL,폴란드,라면,2015.02
5939,5939,1127,1902301010,0,0,PW,팔라우,라면,2015.02
12,12,12,1902301010,0,0,PY,파라과이,라면,2015.02
46620,46620,8184,1902301010,0,0,QA,카타르,라면,2015.02
389840,389840,100590,1902301010,0,0,RU,러시아 연방,라면,2015.02
72902,72902,17390,1902301010,0,0,SA,사우디아라비아,라면,2015.02
227200,227200,115872,1902301010,0,0,SE,스웨덴,라면,2015.02
212571,212639,60929,1902301010,68,9,SG,싱가포르,라면,2015.02
29230,29230,6870,1902301010,0,0,SK,슬로바키아,라면,2015.02
11945,11945,2589,1902301010,0,0,SR,수리남,라면,2015.02
152730,169400,48856,1902301010,16670,5816,TH,태국,라면,2015.02
584750,584750,176815,1902301010,0,0,TW,대만,라면,2015.02
2434267,2434799,659277,1902301010,532,41,US,미국,라면,2015.02
40200,40200,6999,1902301010,0,0,UZ,우즈베키스탄,라면,2015.02
265838,279143,70436,1902301010,13305,7647,VN,베트남,라면,2015.02
66800,66800,13081,1902301010,0,0,WS,사모아,라면,2015.02
27556,27556,8263,1902301010,0,0,ZA,남아프리카공화국,라면,2015.02
13823,13823,2960,1902301010,0,0,AE,아랍에미리트 연합,라면,2015.03
31591,31591,8350,1902301010,0,0,AR,아르헨티나,라면,2015.03
94025,94025,16152,1902301010,0,0,AS,아메리칸 사모아,라면,2015.03
2502,2502,642,1902301010,0,0,AT,오스트리아,라면,2015.03
819112,819181,225387,1902301010,69,7,AU,호주,라면,2015.03
1091,1091,586,1902301010,0,0,BD,방글라데시,라면,2015.03
117440,117440,22816,1902301010,0,0,BE,벨기에,라면,2015.03
23785,23785,4433,1902301010,0,0,BH,바레인,라면,2015.03
55668,55668,12060,1902301010,0,0,BR,브라질,라면,2015.03
685846,685856,182135,1902301010,10,0,CA,캐나다,라면,2015.03
13791,13791,3723,1902301010,0,0,CH,스위스,라면,2015.03
2469,2469,540,1902301010,0,0,CI,코트디봐르,라면,2015.03
12540,12540,2824,1902301010,0,0,CL,칠레,라면,2015.03
1185,1185,248,1902301010,0,0,CM,카메룬,라면,2015.03
2845564,2850150,589345,1902301010,4586,4001,CN,중국,라면,2015.03
822,822,263,1902301010,0,0,CZ,체코공화국,라면,2015.03
155201,155201,55517,1902301010,0,0,DE,독일,라면,2015.03
58239,58239,19678,1902301010,0,0,DO,도미니카 공화국,라면,2015.03
60323,60323,13078,1902301010,0,0,ES,스페인,라면,2015.03
51059,51059,9574,1902301010,0,0,FM,마이크로네시아,라면,2015.03
115223,115223,26870,1902301010,0,0,FR,프랑스,라면,2015.03
605582,605582,136743,1902301010,0,0,GB,영국,라면,2015.03
7439,7439,2018,1902301010,0,0,GH,가나,라면,2015.03
24230,24230,3457,1902301010,0,0,GT,과테말라,라면,2015.03
142502,142502,25201,1902301010,0,0,GU,괌,라면,2015.03
1377305,1377305,384120,1902301010,0,0,HK,홍콩,라면,2015.03
550989,638054,163237,1902301010,87065,39165,ID,인도네시아,라면,2015.03
680,680,175,1902301010,0,0,IL,이스라엘,라면,2015.03
63711,63711,15975,1902301010,0,0,IN,인도,라면,2015.03
277,277,35,1902301010,0,0,IQ,이라크,라면,2015.03
1360,1360,351,1902301010,0,0,IT,이탈리아,라면,2015.03
1846896,1895161,464007,1902301010,48265,12127,JP,일본,라면,2015.03
7953,7953,1977,1902301010,0,0,KE,케냐,라면,2015.03
8910,8910,2170,1902301010,0,0,KG,키르기스스탄,라면,2015.03
116286,116286,29002,1902301010,0,0,KH,캄보디아,라면,2015.03
9284,9284,1395,1902301010,0,0,KW,쿠웨이트,라면,2015.03
313285,313285,60418,1902301010,0,0,KZ,카자흐스탄,라면,2015.03
2004,2004,268,1902301010,0,0,MH,마샬군도,라면,2015.03
14551,14551,3416,1902301010,0,0,MM,미얀마,라면,2015.03
18732,18732,6580,1902301010,0,0,MN,몽골,라면,2015.03
10205,10205,3312,1902301010,0,0,MO,마카오,라면,2015.03
66363,66363,12559,1902301010,0,0,MP,북마리아나 군도,라면,2015.03
147552,147552,67565,1902301010,0,0,MX,멕시코,라면,2015.03
280981,281036,66231,1902301010,55,7,MY,말레이시아,라면,2015.03
876,876,200,1902301010,0,0,MZ,모잠비크,라면,2015.03
2576,2576,963,1902301010,0,0,NE,니제르,라면,2015.03
457246,457246,114478,1902301010,0,0,NL,네덜란드,라면,2015.03
169603,169603,42219,1902301010,0,0,NO,노르웨이,라면,2015.03
38231,38231,9360,1902301010,0,0,NP,네팔,라면,2015.03
342715,342715,85070,1902301010,0,0,NZ,뉴질랜드,라면,2015.03
45123,45123,13145,1902301010,0,0,PE,페루,라면,2015.03
784767,785807,149932,1902301010,1040,258,PH,필리핀,라면,2015.03
29113,29113,4134,1902301010,0,0,PK,파키스탄,라면,2015.03
40507,40507,7991,1902301010,0,0,PL,폴란드,라면,2015.03
1742,1742,304,1902301010,0,0,PW,팔라우,라면,2015.03
6,6,3,1902301010,0,0,PY,파라과이,라면,2015.03
24531,24531,4290,1902301010,0,0,QA,카타르,라면,2015.03
131379,131379,33942,1902301010,0,0,RU,러시아 연방,라면,2015.03
358374,358374,67650,1902301010,0,0,SA,사우디아라비아,라면,2015.03
928,928,202,1902301010,0,0,SD,수단,라면,2015.03
142000,142000,72420,1902301010,0,0,SE,스웨덴,라면,2015.03
241672,241747,68564,1902301010,75,12,SG,싱가포르,라면,2015.03
53768,53768,12702,1902301010,0,0,SK,슬로바키아,라면,2015.03
192236,201701,61633,1902301010,9465,3773,TH,태국,라면,2015.03
13881,13881,4681,1902301010,0,0,TL,티모르,라면,2015.03
680,680,175,1902301010,0,0,TR,튀르키예,라면,2015.03
855889,855889,271290,1902301010,0,0,TW,대만,라면,2015.03
2756909,2757699,768074,1902301010,790,40,US,미국,라면,2015.03
247283,250751,68458,1902301010,3468,1755,VN,베트남,라면,2015.03
93825,93825,20654,1902301010,0,0,WS,사모아,라면,2015.03
8341,8341,2143,1902301010,0,0,ZA,남아프리카공화국,라면,2015.03
112,112,35,1902301010,0,0,ZM,잠비아,라면,2015.03
166559,166559,31168,1902301010,0,0,AE,아랍에미리트 연합,라면,2015.04
148,148,20,1902301010,0,0,AF,아프카니스탄,라면,2015.04
22369,22369,6215,1902301010,0,0,AO,앙골라,라면,2015.04
68731,68731,17396,1902301010,0,0,AR,아르헨티나,라면,2015.04
75778,75778,13001,1902301010,0,0,AS,아메리칸 사모아,라면,2015.04
1148220,1148239,293215,1902301010,19,2,AU,호주,라면,2015.04
24224,24224,8352,1902301010,0,0,BD,방글라데시,라면,2015.04
54187,54187,14148,1902301010,0,0,BE,벨기에,라면,2015.04
7461,7461,1400,1902301010,0,0,BH,바레인,라면,2015.04
30,30,250,1902301010,0,0,BJ,베닝,라면,2015.04
10533,10533,2771,1902301010,0,0,BN,브루나이,라면,2015.04
29649,29649,5574,1902301010,0,0,BR,브라질,라면,2015.04
536316,536322,119082,1902301010,6,1,CA,캐나다,라면,2015.04
83751,83751,22553,1902301010,0,0,CL,칠레,라면,2015.04
3519099,3544161,710010,1902301010,25062,16677,CN,중국,라면,2015.04
26706,26706,6097,1902301010,0,0,CZ,체코공화국,라면,2015.04
100612,100612,25632,1902301010,0,0,DE,독일,라면,2015.04
34,34,21,1902301010,0,0,DJ,지부티,라면,2015.04
85445,85445,24951,1902301010,0,0,DO,도미니카 공화국,라면,2015.04
35760,35760,10256,1902301010,0,0,ES,스페인,라면,2015.04
37295,37295,6809,1902301010,0,0,FM,마이크로네시아,라면,2015.04
87103,87103,31917,1902301010,0,0,FR,프랑스,라면,2015.04
537762,537762,124774,1902301010,0,0,GB,영국,라면,2015.04
19781,19781,4726,1902301010,0,0,GH,가나,라면,2015.04
32872,32872,12546,1902301010,0,0,GR,그리스,라면,2015.04
140441,140441,23698,1902301010,0,0,GT,과테말라,라면,2015.04
91450,91450,16474,1902301010,0,0,GU,괌,라면,2015.04
1047634,1047634,277709,1902301010,0,0,HK,홍콩,라면,2015.04
243902,243902,62388,1902301010,0,0,ID,인도네시아,라면,2015.04
4658,4658,2000,1902301010,0,0,IL,이스라엘,라면,2015.04
65492,65492,6377,1902301010,0,0,IN,인도,라면,2015.04
96730,96730,21856,1902301010,0,0,IT,이탈리아,라면,2015.04
1909035,1923488,456465,1902301010,14453,2872,JP,일본,라면,2015.04
39393,39393,20061,1902301010,0,0,KE,케냐,라면,2015.04
132147,132147,30051,1902301010,0,0,KG,키르기스스탄,라면,2015.04
183306,183306,47572,1902301010,0,0,KH,캄보디아,라면,2015.04
13538,13538,2026,1902301010,0,0,KI,키리바티,라면,2015.04
212986,212986,36027,1902301010,0,0,KZ,카자흐스탄,라면,2015.04
63846,63846,8423,1902301010,0,0,LA,라오스,라면,2015.04
207,207,54,1902301010,0,0,LK,스리랑카,라면,2015.04
402,402,150,1902301010,0,0,LR,라이베리아,라면,2015.04
60,60,125,1902301010,0,0,MG,마다카스카르,라면,2015.04
2507,2507,220,1902301010,0,0,MH,마샬군도,라면,2015.04
160725,160725,44762,1902301010,0,0,MM,미얀마,라면,2015.04
333755,333755,76036,1902301010,0,0,MN,몽골,라면,2015.04
2878,2878,891,1902301010,0,0,MO,마카오,라면,2015.04
49567,49567,9970,1902301010,0,0,MP,북마리아나 군도,라면,2015.04
79,79,10,1902301010,0,0,MU,모리셔스,라면,2015.04
1405,1405,700,1902301010,0,0,MW,말라위,라면,2015.04
59503,59503,30664,1902301010,0,0,MX,멕시코,라면,2015.04
360432,360432,100447,1902301010,0,0,MY,말레이시아,라면,2015.04
9437,9437,1367,1902301010,0,0,NG,나이지리아,라면,2015.04
25436,25436,7788,1902301010,0,0,NI,니카라과,라면,2015.04
292101,292101,75958,1902301010,0,0,NL,네덜란드,라면,2015.04
526282,526282,173047,1902301010,0,0,NO,노르웨이,라면,2015.04
30305,30305,8660,1902301010,0,0,NP,네팔,라면,2015.04
167854,167854,36176,1902301010,0,0,NZ,뉴질랜드,라면,2015.04
4758,4758,1243,1902301010,0,0,OM,오만,라면,2015.04
45643,45643,12080,1902301010,0,0,PE,페루,라면,2015.04
652921,652921,117225,1902301010,0,0,PH,필리핀,라면,2015.04
41342,41342,8151,1902301010,0,0,PL,폴란드,라면,2015.04
29021,29021,6818,1902301010,0,0,PY,파라과이,라면,2015.04
365898,365898,90143,1902301010,0,0,RU,러시아 연방,라면,2015.04
190988,190988,40816,1902301010,0,0,SA,사우디아라비아,라면,2015.04
297109,297109,147876,1902301010,0,0,SE,스웨덴,라면,2015.04
311617,311617,84087,1902301010,0,0,SG,싱가포르,라면,2015.04
28573,28573,6562,1902301010,0,0,SK,슬로바키아,라면,2015.04
198079,213707,58027,1902301010,15628,2383,TH,태국,라면,2015.04
3184,3184,820,1902301010,0,0,TM,투르크멘,라면,2015.04
1323040,1323040,364545,1902301010,0,0,TW,대만,라면,2015.04
2372007,2372598,632125,1902301010,591,44,US,미국,라면,2015.04
14144,14144,4480,1902301010,0,0,UZ,우즈베키스탄,라면,2015.04
175384,184327,52386,1902301010,8943,5590,VN,베트남,라면,2015.04
66992,66992,16132,1902301010,0,0,WS,사모아,라면,2015.04
14885,14885,4520,1902301010,0,0,ZA,남아프리카공화국,라면,2015.04
140919,140919,24674,1902301010,0,0,AE,아랍에미리트 연합,라면,2015.05
25587,25587,5818,1902301010,0,0,AR,아르헨티나,라면,2015.05
103462,103462,18029,1902301010,0,0,AS,아메리칸 사모아,라면,2015.05
697,697,175,1902301010,0,0,AT,오스트리아,라면,2015.05
928951,929009,230695,1902301010,58,3,AU,호주,라면,2015.05
5345,5345,1196,1902301010,0,0,BD,방글라데시,라면,2015.05
150309,150309,31806,1902301010,0,0,BE,벨기에,라면,2015.05
2580,2580,540,1902301010,0,0,BH,바레인,라면,2015.05
40,40,20,1902301010,0,0,BJ,베닝,라면,2015.05
13198,13198,3442,1902301010,0,0,BO,볼리비아,라면,2015.05
119813,119813,28677,1902301010,0,0,BR,브라질,라면,2015.05
435504,435515,127127,1902301010,11,4,CA,캐나다,라면,2015.05
25994,25994,4450,1902301010,0,0,CH,스위스,라면,2015.05
56201,56201,7132,1902301010,0,0,CL,칠레,라면,2015.05
2316217,2332818,508608,1902301010,16601,8878,CN,중국,라면,2015.05
26833,26833,6309,1902301010,0,0,CZ,체코공화국,라면,2015.05
166621,166621,39483,1902301010,0,0,DE,독일,라면,2015.05
57841,57841,16597,1902301010,0,0,DO,도미니카 공화국,라면,2015.05
29330,29330,7341,1902301010,0,0,ES,스페인,라면,2015.05
26565,26565,4711,1902301010,0,0,FJ,피지,라면,2015.05
76870,76870,14085,1902301010,0,0,FM,마이크로네시아,라면,2015.05
57827,57827,17193,1902301010,0,0,FR,프랑스,라면,2015.05
280565,280565,64346,1902301010,0,0,GB,영국,라면,2015.05
6976,6976,598,1902301010,0,0,GH,가나,라면,2015.05
7260,7260,1603,1902301010,0,0,GT,과테말라,라면,2015.05
85945,85945,15621,1902301010,0,0,GU,괌,라면,2015.05
1216548,1216560,331380,1902301010,12,1,HK,홍콩,라면,2015.05
146188,172950,41724,1902301010,26762,12198,ID,인도네시아,라면,2015.05
13542,13542,3451,1902301010,0,0,IN,인도,라면,2015.05
3716,3716,820,1902301010,0,0,IQ,이라크,라면,2015.05
31361,31361,8921,1902301010,0,0,IT,이탈리아,라면,2015.05
1287193,1293518,358391,1902301010,6325,412,JP,일본,라면,2015.05
7187,7187,9724,1902301010,0,0,KE,케냐,라면,2015.05
44499,44499,8510,1902301010,0,0,KG,키르기스스탄,라면,2015.05
221524,221524,43142,1902301010,0,0,KH,캄보디아,라면,2015.05
10660,10660,3936,1902301010,0,0,KI,키리바티,라면,2015.05
14292,14292,2568,1902301010,0,0,KW,쿠웨이트,라면,2015.05
66477,66477,13385,1902301010,0,0,KZ,카자흐스탄,라면,2015.05
445,445,147,1902301010,0,0,LA,라오스,라면,2015.05
658,658,166,1902301010,0,0,LK,스리랑카,라면,2015.05
423,423,139,1902301010,0,0,LR,라이베리아,라면,2015.05
24676,24676,4298,1902301010,0,0,MH,마샬군도,라면,2015.05
362999,362999,90145,1902301010,0,0,MN,몽골,라면,2015.05
9230,9230,3193,1902301010,0,0,MO,마카오,라면,2015.05
83109,83109,19524,1902301010,0,0,MP,북마리아나 군도,라면,2015.05
10706,10706,2643,1902301010,0,0,MT,몰타,라면,2015.05
355100,355100,83126,1902301010,0,0,MY,말레이시아,라면,2015.05
2051,2051,280,1902301010,0,0,MZ,모잠비크,라면,2015.05
407,407,15,1902301010,0,0,NG,나이지리아,라면,2015.05
14,14,2,1902301010,0,0,NI,니카라과,라면,2015.05
334934,334934,86893,1902301010,0,0,NL,네덜란드,라면,2015.05
112320,112320,23832,1902301010,0,0,NO,노르웨이,라면,2015.05
9355,9355,350,1902301010,0,0,NP,네팔,라면,2015.05
256501,256501,60710,1902301010,0,0,NZ,뉴질랜드,라면,2015.05
34861,34861,8354,1902301010,0,0,PE,페루,라면,2015.05
624211,624211,95201,1902301010,0,0,PH,필리핀,라면,2015.05
5276,5276,941,1902301010,0,0,PK,파키스탄,라면,2015.05
36596,36596,7734,1902301010,0,0,PL,폴란드,라면,2015.05
846952,846952,211034,1902301010,0,0,RU,러시아 연방,라면,2015.05
77202,77202,14062,1902301010,0,0,SA,사우디아라비아,라면,2015.05
170400,170400,86904,1902301010,0,0,SE,스웨덴,라면,2015.05
415269,415269,114557,1902301010,0,0,SG,싱가포르,라면,2015.05
46262,46262,10457,1902301010,0,0,SK,슬로바키아,라면,2015.05
2690,2690,549,1902301010,0,0,SR,수리남,라면,2015.05
224486,226918,65276,1902301010,2432,1102,TH,태국,라면,2015.05
2111,2111,655,1902301010,0,0,TM,투르크멘,라면,2015.05
697,697,175,1902301010,0,0,TR,튀르키예,라면,2015.05
950318,950318,268275,1902301010,0,0,TW,대만,라면,2015.05
1452064,1459050,394971,1902301010,6986,1090,US,미국,라면,2015.05
11211,11211,2400,1902301010,0,0,UZ,우즈베키스탄,라면,2015.05
207026,211865,51924,1902301010,4839,3180,VN,베트남,라면,2015.05
8237,8237,2095,1902301010,0,0,VU,바누아투,라면,2015.05
41064,41064,8256,1902301010,0,0,WS,사모아,라면,2015.05
19924,19924,6182,1902301010,0,0,ZA,남아프리카공화국,라면,2015.05
188384,188384,38388,1902301010,0,0,AE,아랍에미리트 연합,라면,2015.06
71859,71859,20365,1902301010,0,0,AR,아르헨티나,라면,2015.06
84904,84904,14573,1902301010,0,0,AS,아메리칸 사모아,라면,2015.06
1341325,1341325,364333,1902301010,0,0,AU,호주,라면,2015.06
8300,8300,1635,1902301010,0,0,BD,방글라데시,라면,2015.06
4210,4210,1200,1902301010,0,0,BG,불가리아,라면,2015.06
6330,6330,1173,1902301010,0,0,BH,바레인,라면,2015.06
1402,1402,162,1902301010,0,0,BN,브루나이,라면,2015.06
27178,27178,7105,1902301010,0,0,BO,볼리비아,라면,2015.06
84760,84760,17575,1902301010,0,0,BR,브라질,라면,2015.06
459738,459738,111626,1902301010,0,0,CA,캐나다,라면,2015.06
25028,25028,7741,1902301010,0,0,CH,스위스,라면,2015.06
14726,14726,3825,1902301010,0,0,CI,코트디봐르,라면,2015.06
62526,62526,11092,1902301010,0,0,CL,칠레,라면,2015.06
2846961,2862812,610901,1902301010,15851,10675,CN,중국,라면,2015.06
12894,12894,4057,1902301010,0,0,CO,콜롬비아,라면,2015.06
7183,7183,2457,1902301010,0,0,CZ,체코공화국,라면,2015.06
315864,315864,86789,1902301010,0,0,DE,독일,라면,2015.06
21880,21880,6934,1902301010,0,0,DO,도미니카 공화국,라면,2015.06
3987,3987,936,1902301010,0,0,DZ,알제리,라면,2015.06
31371,31371,10999,1902301010,0,0,ES,스페인,라면,2015.06
28022,28022,5098,1902301010,0,0,FM,마이크로네시아,라면,2015.06
21371,21371,7257,1902301010,0,0,FR,프랑스,라면,2015.06
479475,479475,114914,1902301010,0,0,GB,영국,라면,2015.06
6262,6262,1192,1902301010,0,0,GH,가나,라면,2015.06
8368,8368,2286,1902301010,0,0,GN,기니,라면,2015.06
38034,38062,14969,1902301010,28,3,GT,과테말라,라면,2015.06
98831,98831,16905,1902301010,0,0,GU,괌,라면,2015.06
1282122,1282122,369093,1902301010,0,0,HK,홍콩,라면,2015.06
276374,328884,69957,1902301010,52510,24541,ID,인도네시아,라면,2015.06
39246,39246,9320,1902301010,0,0,IE,아일랜드,라면,2015.06
29712,29712,7619,1902301010,0,0,IN,인도,라면,2015.06
53450,53450,13080,1902301010,0,0,IT,이탈리아,라면,2015.06
24313,24313,4524,1902301010,0,0,JO,요르단,라면,2015.06
999575,1037186,316868,1902301010,37611,9719,JP,일본,라면,2015.06
31342,31342,7534,1902301010,0,0,KG,키르기스스탄,라면,2015.06
139122,139122,18638,1902301010,0,0,KH,캄보디아,라면,2015.06
10429,10429,3936,1902301010,0,0,KI,키리바티,라면,2015.06
351311,351311,69085,1902301010,0,0,KZ,카자흐스탄,라면,2015.06
26787,26787,5260,1902301010,0,0,LA,라오스,라면,2015.06
